STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,statinfo,Statistical information,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),sex,Sex,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,IE,Ireland,2016,,23572,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,IE,Ireland,2017,,24602,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,IE,Ireland,2018,,27719,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,IE,Ireland,2019,,26986,,b,break in time series,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,IE,Ireland,2020,,28292,,b,break in time series,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,IE,Ireland,2021,,30774,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,IE,Ireland,2022,,31858,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,IE,Ireland,2023,,32723,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,IE,Ireland,2024,,35226,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,IE,Ireland,2025,,36905,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,IS,Iceland,2016,,32224,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,IS,Iceland,2017,,37993,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,IS,Iceland,2018,,43431,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,IS,Iceland,2019,,40442,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,IS,Iceland,2020,,38758,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,IT,Italy,2016,,19213,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,IT,Italy,2017,,19614,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,IT,Italy,2018,,20040,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,IT,Italy,2019,,20013,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,IT,Italy,2020,,20842,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,IT,Italy,2021,,20275,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,IT,Italy,2022,,21317,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,IT,Italy,2023,,23335,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,IT,Italy,2024,,23801,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,IT,Italy,2025,,25303,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LT,Lithuania,2016,,6523,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LT,Lithuania,2017,,6738,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LT,Lithuania,2018,,7602,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LT,Lithuania,2019,,8557,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LT,Lithuania,2020,,9236,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LT,Lithuania,2021,,10519,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LT,Lithuania,2022,,10991,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LT,Lithuania,2023,,12215,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LT,Lithuania,2024,,12357,,p,provisional,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LT,Lithuania,2025,,13935,,p,provisional,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LU,Luxembourg,2016,,37672,,b,break in time series,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LU,Luxembourg,2017,,41006,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LU,Luxembourg,2018,,39447,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LU,Luxembourg,2019,,40321,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LU,Luxembourg,2020,,39786,,b,break in time series,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LU,Luxembourg,2021,,44428,,b,break in time series,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LU,Luxembourg,2022,,44697,,b,break in time series,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LU,Luxembourg,2023,,49827,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LU,Luxembourg,2024,,52014,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LU,Luxembourg,2025,,55301,,b,break in time series,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LV,Latvia,2016,,7107,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LV,Latvia,2017,,7527,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LV,Latvia,2018,,8077,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LV,Latvia,2019,,8881,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LV,Latvia,2020,,9555,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LV,Latvia,2021,,10353,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LV,Latvia,2022,,11041,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LV,Latvia,2023,,11809,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LV,Latvia,2024,,13809,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,LV,Latvia,2025,,15119,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,ME,Montenegro,2016,,3718,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,ME,Montenegro,2017,,3995,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,ME,Montenegro,2018,,4147,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,ME,Montenegro,2019,,4224,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,ME,Montenegro,2020,,4441,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,ME,Montenegro,2021,,4300,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,ME,Montenegro,2022,,4723,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,ME,Montenegro,2023,,5900,,,,,
dataflow,ESTAT:ILC_DI08(1.0),Mean and median income by educational attainment level,A,Annual,MEAN_EI,Mean equivalised income,EUR,Euro,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Total,Y18-64,From 18 to 64 years,MK,North Macedonia,2016,,2624,,,,,
